Term,Role,Attribute,Freq,numdocs,_keep,Key,Parent,Parent_id,_ispar,Weight
セクター,,Alpha,3,1,Y,2927,,2927,,1
三国山,nlpNounGroup,Alpha,1,1,Y,2928,,2928,,1
楽しみ方 フード お土産屋,nlpNounGroup,Alpha,1,1,Y,2929,,2929,,1
広まって,,Alpha,1,1,Y,4286,753,753,.,1
住み替える,,Alpha,2,1,Y,2930,,2930,+,1
観光資源,nlpNounGroup,Alpha,1,1,Y,2931,,2931,,1
うに,,Alpha,1,1,Y,2932,,2932,,1
得点,,Alpha,1,1,Y,2933,,2933,,1
下さる,,Alpha,1,1,Y,2934,,2934,+,1
発達する,,Alpha,1,1,Y,2935,,2935,+,1
全国屈指,nlpNounGroup,Alpha,1,1,Y,2936,,2936,,1
地震,,Alpha,1,1,Y,2937,,2937,,1
松井,,Alpha,1,1,Y,2938,,2938,,1
高砂,,Alpha,1,1,Y,2939,,2939,,1
教育学部教授,nlpNounGroup,Alpha,1,1,Y,2940,,2940,,1
tel0985,,Mixed,1,1,Y,2941,,2941,,1
追い越そう,,Alpha,1,1,Y,4287,2718,2718,.,1
高知,,Alpha,3,1,Y,2942,,2942,,1
楽しく,,Alpha,1,1,Y,4288,2903,2903,.,1
ロープウェイ,,Alpha,1,1,Y,2943,,2943,,1
造成,,Alpha,1,1,Y,2944,,2944,,1
足柄上,nlpNounGroup,Alpha,1,1,Y,2945,,2945,,1
どうぶつ物語 世界,nlpNounGroup,Alpha,1,1,Y,2946,,2946,,1
要求,,Alpha,1,1,Y,2947,,2947,,1
幸せに,,Alpha,1,1,Y,4289,2907,2907,.,1
昆虫,,Alpha,3,1,Y,2948,,2948,,1
ならでは,,Alpha,1,1,Y,2949,,2949,,1
メロディ,,Alpha,1,1,Y,2950,,2950,,1
思い浮かべる,,Alpha,1,1,Y,2951,,2951,,1
運営会社社長,nlpNounGroup,Alpha,1,1,Y,2952,,2952,,1
監査,,Alpha,1,1,Y,2953,,2953,,1
突破する,,Alpha,1,1,Y,2954,,2954,+,1
地域団体商標制度,nlpNounGroup,Alpha,1,1,Y,2955,,2955,,1
締め,,Alpha,1,1,Y,2956,,2956,,1
要請,,Alpha,1,1,Y,2957,,2957,,1
公開する,,Alpha,1,1,Y,2958,,2958,+,1
産山温泉,nlpNounGroup,Alpha,1,1,Y,2959,,2959,,1
ばか,,Alpha,6,1,Y,2960,,2960,,1
以後,,Alpha,2,2,Y,2961,,2961,,0.8245749364
あった,,Alpha,5,4,Y,4290,3636,3636,.,0.6628456418
)年齢,nlpNounGroup,Alpha,1,1,Y,2962,,2962,,1
田地裁,nlpNounGroup,Alpha,1,1,Y,2963,,2963,,1
伊豆,,Alpha,1,1,Y,2964,,2964,,1
後述,,Alpha,2,1,Y,2965,,2965,,1
拠点,,Alpha,2,2,Y,2966,,2966,,0.8245749364
本館,,Alpha,1,1,Y,2967,,2967,,1
生息,,Alpha,1,1,Y,2968,,2968,,1
石川,,Alpha,1,1,Y,2969,,2969,,1
copyright,,Alpha,3,3,Y,2970,,2970,,0.7219578525
温まる,,Alpha,2,2,Y,2971,,2971,,0.8245749364
米穀協議会会長,nlpNounGroup,Alpha,1,1,Y,2972,,2972,,1
大,,Alpha,13,7,Y,2973,,2973,,0.5871311574
お手紙朗読,nlpNounGroup,Alpha,1,1,Y,2974,,2974,,1
世代,,Alpha,1,1,Y,2975,,2975,,1
完売した,,Alpha,1,1,Y,4291,625,625,.,1
部活ランチ,nlpNounGroup,Alpha,1,1,Y,2976,,2976,,1
天,,Alpha,2,2,Y,2977,,2977,,0.8245749364
瀬,,Alpha,1,1,Y,2978,,2978,,1
わく,,Alpha,1,1,Y,2979,,2979,+,1
しのい,,Alpha,1,1,Y,4292,3026,3026,.,1
ものの,,Alpha,1,1,Y,2980,,2980,,1
重要だ,,Alpha,2,2,Y,2981,,2981,+,0.8245749364
復活,,Alpha,2,1,Y,2982,,2982,,1
急ぐ,,Alpha,1,1,Y,2983,,2983,+,1
わけ,,Alpha,1,1,Y,2984,,2984,,1
偽造,,Alpha,1,1,Y,2985,,2985,,1
震災,,Alpha,1,1,Y,2986,,2986,,1
ｂ級,nlpNounGroup,Alpha,1,1,Y,2987,,2987,,1
バーベキューハウス,nlpNounGroup,Alpha,1,1,Y,2988,,2988,,1
せて,,Alpha,1,1,Y,4293,3013,3013,.,1
世界,,Alpha,3,3,Y,2989,,2989,,0.7219578525
所得,,Alpha,1,1,Y,2990,,2990,,1
発表,,Alpha,3,3,Y,2991,,2991,,0.7219578525
あって,,Alpha,1,1,Y,4294,3636,3636,.,1
観察する,,Alpha,1,1,Y,2992,,2992,+,1
正式な手続き,nlpNounGroup,Alpha,1,1,Y,2993,,2993,,1
週間,,Alpha,1,1,Y,2994,,2994,,1
花束贈呈,nlpNounGroup,Alpha,1,1,Y,2995,,2995,,1
青林工藝,nlpNounGroup,Alpha,1,1,Y,2996,,2996,,1
出演して,,Alpha,1,1,Y,4295,620,620,.,1
前後,,Alpha,1,1,Y,2997,,2997,,1
取扱,,Alpha,7,3,Y,2998,,2998,,0.758126818
強い,,Alpha,4,4,Y,2999,,2999,+,0.6491498728
強い,,Alpha,2,2,Y,2999,2999,2999,.,0.6491498728
暮れ,,Alpha,2,2,Y,3000,,3000,,0.8245749364
ちり紙交換,nlpNounGroup,Alpha,1,1,Y,3001,,3001,,1
h26,,Mixed,1,1,Y,3002,,3002,,1
-8501,,Num,2,1,Y,3003,,3003,,1
後半,,Alpha,3,3,Y,3004,,3004,,0.7219578525
白川,,Alpha,2,1,Y,3005,,3005,,1
民事訴訟,,Alpha,1,1,Y,3006,,3006,,1
キーエンス,,Alpha,1,1,Y,3007,,3007,,1
人間関係,nlpNounGroup,Alpha,1,1,Y,3008,,3008,,1
h27,,Mixed,1,1,Y,3009,,3009,,1
一枚,,Alpha,2,2,Y,3010,,3010,,0.8245749364
時計,,Alpha,1,1,Y,3011,,3011,,1
田圃,,Alpha,1,1,Y,3012,,3012,,1
せる,,Alpha,3,2,Y,3013,,3013,+,0.8389078949
せる,,Alpha,2,2,Y,3013,3013,3013,.,0.8389078949
雑誌,,Alpha,1,1,Y,3014,,3014,,1
楽しむ,,Alpha,5,3,Y,3015,,3015,+,0.7595009048
楽しむ,,Alpha,2,2,Y,3015,3015,3015,.,0.7595009048
コレクション,,Alpha,2,2,Y,3016,,3016,,0.8245749364
全国各地,nlpNounGroup,Alpha,2,1,Y,3017,,3017,,1
シカせんべい,nlpNounGroup,Alpha,1,1,Y,3018,,3018,,1
the,,Alpha,1,1,Y,3019,,3019,,1
富士,,Alpha,1,1,Y,3020,,3020,,1
発生し,,Alpha,1,1,Y,4296,2218,2218,.,1
重要な,,Alpha,2,2,Y,4297,2981,2981,.,0.8245749364
出来,,Alpha,1,1,Y,3021,,3021,,1
副える,,Alpha,1,1,Y,3022,,3022,+,1
-14-13営業時間,nlpNounGroup,Alpha,1,1,Y,3023,,3023,,1
観光,,Alpha,6,6,Y,3024,,3024,,0.546532789
入って,,Alpha,3,3,Y,4298,3470,3470,.,0.7219578525
一般的だ,,Alpha,2,2,Y,3025,,3025,+,0.8245749364
問わ,,Alpha,2,2,Y,4299,2866,2866,.,0.8245749364
しのぐ,,Alpha,1,1,Y,3026,,3026,+,1
液晶画面,,Alpha,1,1,Y,3027,,3027,,1
お気に入り,,Alpha,2,1,Y,3028,,3028,,1
容易,,Alpha,1,1,Y,3029,,3029,,1
ひとりぼっち,,Alpha,1,1,Y,3030,,3030,,1
)メリーゴーランド,nlpNounGroup,Alpha,1,1,Y,3031,,3031,,1
集積所 種類 台所ごみ 料理,nlpNounGroup,Alpha,1,1,Y,3032,,3032,,1
大学,,Alpha,12,1,Y,3033,,3033,,1
大物,,Alpha,2,1,Y,3034,,3034,,1
未満,,Alpha,2,1,Y,3035,,3035,,1
イギリス,,Alpha,8,2,Y,3036,,3036,,0.904645173
牧草地,nlpNounGroup,Alpha,1,1,Y,3037,,3037,,1
独自,,Alpha,2,1,Y,3038,,3038,,1
少ない,,Alpha,6,4,Y,3039,,3039,+,0.6855538627
少ない,,Alpha,4,2,Y,3039,3039,3039,.,0.6855538627
緊張気味,nlpNounGroup,Alpha,1,1,Y,3040,,3040,,1
全国ブランド,nlpNounGroup,Alpha,1,1,Y,3041,,3041,,1
過程,,Alpha,1,1,Y,3042,,3042,,1
本当だ,,Alpha,1,1,Y,3043,,3043,+,1
美しい,,Alpha,2,2,Y,3044,,3044,,0.8245749364
江戸時代初期,nlpNounGroup,Alpha,1,1,Y,3045,,3045,,1
豆炭,,Alpha,1,1,Y,3046,,3046,,1
愛,,Alpha,1,1,Y,3047,,3047,,1
ばっ,,Alpha,3,1,Y,3048,,3048,,1
事務,,Alpha,5,2,Y,3049,,3049,,0.8733557181
劇画,,Alpha,2,1,Y,3050,,3050,,1
act,,Alpha,1,1,Y,3051,,3051,,1
中央部,,Alpha,2,2,Y,3052,,3052,,0.8245749364
ジューシー,,Alpha,1,1,Y,3053,,3053,,1
社会保障法,nlpNounGroup,Alpha,1,1,Y,3054,,3054,,1
世紀,,Alpha,1,1,Y,3055,,3055,,1
期間,,Alpha,3,2,Y,3056,,3056,,0.8389078949
その他,,Alpha,6,4,Y,3057,,3057,,0.6855538627
リハーサル,,Alpha,1,1,Y,3058,,3058,,1
連続合格率,nlpNounGroup,Alpha,1,1,Y,3059,,3059,,1
h29.5.13) 登録,nlpNounGroup,Alpha,1,1,Y,3060,,3060,,1
最後,,Alpha,2,2,Y,3061,,3061,,0.8245749364
評価さ,,Alpha,1,1,Y,4300,3480,3480,.,1
一般的に,,Alpha,2,2,Y,4301,3025,3025,.,0.8245749364
感,,Alpha,1,1,Y,3062,,3062,,1
車,,Alpha,8,4,Y,3063,,3063,,0.6657031463
一足,,Alpha,1,1,Y,3064,,3064,,1
制覇,,Alpha,1,1,Y,3065,,3065,,1
マレーシア,,Alpha,3,1,Y,3066,,3066,,1
罪,,Alpha,4,2,Y,3067,,3067,,0.8576814834
主事,,Alpha,1,1,Y,3068,,3068,,1
修繕,,Alpha,1,1,Y,3069,,3069,,1
公表,,Alpha,1,1,Y,3070,,3070,,1
参考,,Alpha,4,3,Y,3071,,3071,,0.7368624046
大名,,Alpha,1,1,Y,3072,,3072,,1
握る,,Alpha,3,3,Y,3073,,3073,+,0.7219578525
握る,,Alpha,1,1,Y,3073,3073,3073,.,0.7219578525
連邦規則集,nlpNounGroup,Alpha,1,1,Y,3074,,3074,,1
羊,,Alpha,1,1,Y,3075,,3075,,1
軍,,Alpha,1,1,Y,3076,,3076,,1
推し,,Alpha,1,1,Y,4302,3082,3082,.,1
木造,,Alpha,1,1,Y,3077,,3077,,1
黍団子,nlpNounGroup,Alpha,2,1,Y,3078,,3078,,1
わら,,Alpha,1,1,Y,4303,3083,3083,.,1
見え,,Alpha,1,1,Y,4304,3474,3474,.,1
生麺,nlpNounGroup,Alpha,1,1,Y,3079,,3079,,1
(最終,nlpNounGroup,Alpha,1,1,Y,3080,,3080,,1
成功,,Alpha,1,1,Y,3081,,3081,,1
推す,,Alpha,1,1,Y,3082,,3082,+,1
少なく,,Alpha,2,2,Y,4305,3039,3039,.,0.8245749364
本当に,,Alpha,1,1,Y,4306,3043,3043,.,1
わる,,Alpha,1,1,Y,3083,,3083,+,1
中部,,Alpha,1,1,Y,3084,,3084,,1
婚礼,,Alpha,1,1,Y,3085,,3085,,1
供述する,,Alpha,1,1,Y,3086,,3086,+,1
美,,Alpha,2,1,Y,3087,,3087,,1
近畿圏,,Alpha,1,1,Y,3088,,3088,,1
アナグマ,,Alpha,1,1,Y,3089,,3089,,1
こい節,nlpNounGroup,Alpha,1,1,Y,3090,,3090,,1
式部,,Alpha,1,1,Y,3091,,3091,,1
操作して,,Alpha,1,1,Y,4307,715,715,.,1
火,,Alpha,3,2,Y,3092,,3092,,0.8389078949
強化指定選手標準記録,nlpNounGroup,Alpha,1,1,Y,3093,,3093,,1
または,,Alpha,3,3,Y,3094,,3094,,0.7219578525
懸念する,,Alpha,1,1,Y,3095,,3095,+,1
リピーター,,Alpha,1,1,Y,3096,,3096,,1
分,,Alpha,16,9,Y,3097,,3097,,0.482001446
商品,,Alpha,5,3,Y,3098,,3098,,0.7595009048
青写真,,Alpha,1,1,Y,3099,,3099,,1
内容,,Alpha,3,3,Y,3100,,3100,,0.7219578525
試験,,Alpha,2,2,Y,3101,,3101,,0.8245749364
検査,,Alpha,1,1,Y,3102,,3102,,1
高森,,Alpha,2,1,Y,3103,,3103,,1
農政部農政総務課 担当,nlpNounGroup,Alpha,1,1,Y,3104,,3104,,1
交換,,Alpha,2,2,Y,3105,,3105,,0.8245749364
社内,,Alpha,1,1,Y,3106,,3106,,1
売れる,,Alpha,1,1,Y,3107,,3107,+,1
無休,,Alpha,1,1,Y,3108,,3108,,1
離脱,,Alpha,3,1,Y,3109,,3109,,1
年老いた,,Alpha,1,1,Y,4308,3152,3152,.,1
申し込む,,Alpha,1,1,Y,3110,,3110,+,1
研,,Alpha,1,1,Y,3111,,3111,,1
渡る,,Alpha,1,1,Y,3112,,3112,,1
琴音,,Alpha,5,1,Y,3113,,3113,,1
窓口,,Alpha,1,1,Y,3114,,3114,,1
楽しみ,,Alpha,2,1,Y,4309,3015,3015,.,1
暮らした,,Alpha,1,1,Y,4310,2902,2902,.,1
平方キロメートル,,Alpha,1,1,Y,3115,,3115,,1
画面右下,nlpNounGroup,Alpha,1,1,Y,3116,,3116,,1
際,,Alpha,1,1,Y,3117,,3117,,1
国内,,Alpha,4,3,Y,3118,,3118,,0.7368624046
ロマン,,Alpha,1,1,Y,3119,,3119,,1
重い,,Alpha,1,1,Y,3120,,3120,+,1
満願寺,,Alpha,1,1,Y,3121,,3121,,1
募集要項,nlpNounGroup,Alpha,1,1,Y,3122,,3122,,1
緊急,,Alpha,1,1,Y,3123,,3123,,1
評価,,Alpha,2,1,Y,3124,,3124,,1
締結する,,Alpha,2,1,Y,3125,,3125,+,1
マンション,,Alpha,2,2,Y,3126,,3126,,0.8245749364
合う,,Alpha,1,1,Y,3127,,3127,,1
庶民,,Alpha,1,1,Y,3128,,3128,,1
紙おむつ,,Alpha,2,1,Y,3129,,3129,,1
注目,,Alpha,3,3,Y,3130,,3130,,0.7219578525
王国,,Alpha,1,1,Y,3131,,3131,,1
尽くし,,Alpha,1,1,Y,4311,3138,3138,.,1
異なる,,Alpha,1,1,Y,3132,,3132,,1
両替する,,Alpha,2,1,Y,3133,,3133,+,1
両替する,,Alpha,1,1,Y,3133,3133,3133,.,1
年齢関係,nlpNounGroup,Alpha,1,1,Y,3134,,3134,,1
次第,,Alpha,1,1,Y,3135,,3135,,1
見せ,,Alpha,1,1,Y,4312,2190,2190,.,1
http://mainichi.jp/articles/20160703/ddl/k24/040/191000c,,Mixed,1,1,Y,3136,,3136,,1
病院,,Alpha,1,1,Y,3137,,3137,,1
尽くす,,Alpha,1,1,Y,3138,,3138,+,1
小麦,,Alpha,1,1,Y,3139,,3139,,1
感謝,,Alpha,2,1,Y,3140,,3140,,1
詳細だ,,Alpha,2,2,Y,3141,,3141,+,0.8245749364
所得向上,nlpNounGroup,Alpha,1,1,Y,3142,,3142,,1
棚,,Alpha,1,1,Y,3143,,3143,,1
周辺,,Alpha,4,3,Y,3144,,3144,,0.7368624046
岩崎,,Alpha,1,1,Y,3145,,3145,,1
歌手,,Alpha,1,1,Y,3146,,3146,,1
歩く,,Alpha,2,2,Y,3147,,3147,+,0.8245749364
見た,,Alpha,1,1,Y,4313,3194,3194,.,1
酒匂川,,Alpha,1,1,Y,3148,,3148,,1
宿泊,,Alpha,9,2,Y,3149,,3149,,0.8659393759
講師,,Alpha,3,2,Y,3150,,3150,,0.8389078949
追加,,Alpha,1,1,Y,3151,,3151,,1
年老いる,,Alpha,1,1,Y,3152,,3152,+,1
雅,,Alpha,1,1,Y,3153,,3153,,1
結局,,Alpha,1,1,Y,3154,,3154,,1
重く,,Alpha,1,1,Y,4314,3120,3120,.,1
集,,Alpha,1,1,Y,3155,,3155,,1
年少だった,,Alpha,1,1,Y,4315,189,189,.,1
懐かしい汽笛,nlpNounGroup,Alpha,1,1,Y,3156,,3156,,1
老,,Alpha,1,1,Y,3157,,3157,,1
並び,,Alpha,1,1,Y,3158,,3158,,1
国外,,Alpha,1,1,Y,3159,,3159,,1
電話,,Alpha,4,4,Y,3160,,3160,,0.6491498728
主だ,,Alpha,1,1,Y,3161,,3161,+,1
山口,,Alpha,6,2,Y,3162,,3162,,0.8859697754
課長,,Alpha,2,1,Y,3163,,3163,,1
丹沢山塊,nlpNounGroup,Alpha,1,1,Y,3164,,3164,,1
豊かな自然,nlpNounGroup,Alpha,1,1,Y,3165,,3165,,1
resort,,Alpha,1,1,Y,3166,,3166,,1
○○,,Mixed,2,1,Y,3167,,3167,,1
住民,,Alpha,2,2,Y,3168,,3168,,0.8245749364
宇部,,Alpha,1,1,Y,3169,,3169,,1
早い,,Alpha,5,4,Y,3170,,3170,+,0.6628456418
早い,,Alpha,3,2,Y,3170,3170,3170,.,0.6628456418
外国人客,,Alpha,2,1,Y,3171,,3171,,1
殺到して,,Alpha,1,1,Y,4316,805,805,.,1
-1831,,Num,1,1,Y,3172,,3172,,1
並ぶ,,Alpha,1,1,Y,3173,,3173,+,1
眞人,,Alpha,1,1,Y,3174,,3174,,1
ファースト,,Alpha,1,1,Y,3175,,3175,,1
初,,Alpha,5,3,Y,3176,,3176,,0.7595009048
者,,Alpha,7,5,Y,3177,,3177,,0.6266805046
伊賀,,Alpha,4,1,Y,3178,,3178,,1
見て,,Alpha,3,3,Y,4317,3194,3194,.,0.7219578525
重さ,,Alpha,1,1,Y,3179,,3179,,1
詳細な,,Alpha,1,1,Y,4318,3141,3141,.,1
闊歩し,,Alpha,1,1,Y,4319,3238,3238,.,1
主催する,,Alpha,2,2,Y,3180,,3180,+,0.8245749364
主催する,,Alpha,1,1,Y,3180,3180,3180,.,0.8245749364
対応する,,Alpha,1,1,Y,3181,,3181,+,1
詳細に,,Alpha,1,1,Y,4320,3141,3141,.,1
申込,,Alpha,1,1,Y,3182,,3182,,1
銀行,,Alpha,6,3,Y,3183,,3183,,0.7440288839
無謀だ,,Alpha,1,1,Y,3184,,3184,+,1
各局,,Alpha,1,1,Y,3185,,3185,,1
概要,,Alpha,1,1,Y,3186,,3186,,1
一次規制,nlpNounGroup,Alpha,1,1,Y,3187,,3187,,1
杉本,,Alpha,1,1,Y,3188,,3188,,1
札幌市,,Alpha,5,2,Y,3189,,3189,,0.8733557181
使い分けて,,Alpha,1,1,Y,4321,3221,3221,.,1
けが,,Alpha,1,1,Y,3190,,3190,,1
有効,,Alpha,1,1,Y,3191,,3191,,1
ジェラート工房,nlpNounGroup,Alpha,1,1,Y,3192,,3192,,1
劇画プロダクション社内報,nlpNounGroup,Alpha,1,1,Y,3193,,3193,,1
見る,,Alpha,8,8,Y,3194,,3194,+,0.4737248093
面し,,Alpha,1,1,Y,4322,3205,3205,.,1
させた,,Alpha,1,1,Y,4323,3245,3245,.,1
しまい,,Alpha,1,1,Y,4324,3206,3206,.,1
裁判官,,Alpha,1,1,Y,3195,,3195,,1
レーサー,,Alpha,1,1,Y,3196,,3196,,1
思いっきり,,Alpha,1,1,Y,3197,,3197,,1
行き先選択,nlpNounGroup,Alpha,1,1,Y,3198,,3198,,1
正弘,,Alpha,1,1,Y,3199,,3199,,1
母親,,Alpha,3,1,Y,3200,,3200,,1
フラワー,,Alpha,1,1,Y,3201,,3201,,1
別,,Alpha,1,1,Y,3202,,3202,,1
主な,,Alpha,3,3,Y,3203,,3203,,0.7219578525
志村,,Alpha,1,1,Y,3204,,3204,,1
面す,,Alpha,1,1,Y,3205,,3205,+,1
しまう,,Alpha,7,3,Y,3206,,3206,+,0.758126818
しまう,,Alpha,5,3,Y,3206,3206,3206,.,0.758126818
指導員,,Alpha,1,1,Y,3207,,3207,,1
主に,,Alpha,1,1,Y,4325,3161,3161,.,1
早く,,Alpha,2,2,Y,4326,3170,3170,.,0.8245749364
電気,,Alpha,1,1,Y,3208,,3208,,1
意識する,,Alpha,1,1,Y,3209,,3209,+,1
客促進,nlpNounGroup,Alpha,1,1,Y,3210,,3210,,1
牛乳生産牧場,nlpNounGroup,Alpha,1,1,Y,3211,,3211,,1
完食,,Alpha,1,1,Y,3212,,3212,,1
総面積,,Alpha,1,1,Y,3213,,3213,,1
裏付け,,Alpha,1,1,Y,3214,,3214,,1
縄くず,nlpNounGroup,Alpha,1,1,Y,3215,,3215,,1
森,,Alpha,3,1,Y,3216,,3216,,1
yahoo,,Alpha,1,1,Y,3217,,3217,,1
輸出,,Alpha,2,2,Y,3218,,3218,,0.8245749364
申出る,,Alpha,1,1,Y,3219,,3219,+,1
申し込み,,Alpha,1,1,Y,4327,3110,3110,.,1
メッセージ,,Alpha,1,1,Y,3220,,3220,,1
使い分ける,,Alpha,1,1,Y,3221,,3221,+,1
翔,,Alpha,1,1,Y,3222,,3222,,1
東北,,Alpha,1,1,Y,3223,,3223,,1
無謀な,,Alpha,1,1,Y,4328,3184,3184,.,1
買った,,Alpha,1,1,Y,4329,83,83,.,1
pr,,Alpha,1,1,Y,3224,,3224,,1
蝶,,Alpha,1,1,Y,3225,,3225,,1
小売店,,Alpha,1,1,Y,3226,,3226,,1
兄事した,,Alpha,1,1,Y,4330,889,889,.,1
手当,,Alpha,5,2,Y,3227,,3227,,0.8733557181
させて,,Alpha,3,3,Y,4331,3245,3245,.,0.7219578525
まだまだ,,Alpha,2,2,Y,3228,,3228,,0.8245749364
史跡,,Alpha,1,1,Y,3229,,3229,,1
行列,,Alpha,2,1,Y,3230,,3230,,1
たくさん,,Alpha,1,1,Y,3231,,3231,,1
団体申込,nlpNounGroup,Alpha,1,1,Y,3232,,3232,,1
前,,Alpha,5,5,Y,3233,,3233,,0.5926756163
移し,,Alpha,1,1,Y,3234,,3234,,1
神奈川,,Alpha,1,1,Y,3235,,3235,,1
進めよう,,Alpha,1,1,Y,4332,1279,1279,.,1
軽,,Alpha,2,1,Y,3236,,3236,,1
費用,,Alpha,1,1,Y,3237,,3237,,1
闊歩する,,Alpha,1,1,Y,3238,,3238,+,1
南国,,Alpha,1,1,Y,3239,,3239,,1
指す,,Alpha,1,1,Y,3240,,3240,,1
移す,,Alpha,1,1,Y,3241,,3241,,1
不履行,,Alpha,1,1,Y,3242,,3242,,1
廃棄物,,Alpha,1,1,Y,3243,,3243,,1
平野,,Alpha,3,2,Y,3244,,3244,,0.8389078949
させる,,Alpha,5,5,Y,3245,,3245,+,0.5926756163
させる,,Alpha,1,1,Y,3245,3245,3245,.,0.5926756163
レート,,Alpha,2,2,Y,3246,,3246,,0.8245749364
買って,,Alpha,3,1,Y,4333,83,83,.,1
集め,,Alpha,1,1,Y,4334,3801,3801,.,1
電球,,Alpha,1,1,Y,3247,,3247,,1
県上野森林公園,nlpNounGroup,Alpha,1,1,Y,3248,,3248,,1
点,,Alpha,7,4,Y,3249,,3249,,0.6578839245
トン,,Alpha,7,1,Y,3250,,3250,,1
定休,,Alpha,1,1,Y,3251,,3251,,1
委員会,,Alpha,2,1,Y,3252,,3252,,1
込み,,Alpha,1,1,Y,3253,,3253,,1
訪問し,,Alpha,1,1,Y,4335,3521,3521,.,1
別だ,,Alpha,1,1,Y,3254,,3254,+,1
正月,,Alpha,1,1,Y,3255,,3255,,1
妹,,Alpha,1,1,Y,3256,,3256,,1
イヌ,,Alpha,1,1,Y,3257,,3257,,1
年齢,,Alpha,12,2,Y,3258,,3258,,0.9274061527
根幹,,Alpha,1,1,Y,3259,,3259,,1
まさか,,Alpha,1,1,Y,3260,,3260,,1
火曜日,,Alpha,1,1,Y,3261,,3261,,1
訴えた,,Alpha,1,1,Y,4336,3324,3324,.,1
さながら,,Alpha,1,1,Y,3262,,3262,,1
しっかり,,Alpha,4,3,Y,3263,,3263,,0.7368624046
日産自動車,,Alpha,1,1,Y,3264,,3264,,1
日照不足,nlpNounGroup,Alpha,1,1,Y,3265,,3265,,1
国内シェア,nlpNounGroup,Alpha,1,1,Y,3266,,3266,,1
教授,,Alpha,5,1,Y,3267,,3267,,1
朗読,,Alpha,1,1,Y,3268,,3268,,1
背骨,,Alpha,1,1,Y,3269,,3269,,1
高度だ,,Alpha,1,1,Y,3270,,3270,+,1
大好きだ,,Alpha,1,1,Y,3271,,3271,+,1
妻,,Alpha,1,1,Y,3272,,3272,,1
古い,,Alpha,1,1,Y,3273,,3273,+,1
場面,,Alpha,3,2,Y,3274,,3274,,0.8389078949
情報,,Alpha,15,8,Y,3275,,3275,,0.5251435452
対策,,Alpha,3,3,Y,3276,,3276,,0.7219578525
んでした,,Alpha,1,1,Y,4337,2192,2192,.,1
雨,,Alpha,1,1,Y,3277,,3277,,1
無病,,Alpha,1,1,Y,3278,,3278,,1
魅力,,Alpha,2,2,Y,3279,,3279,,0.8245749364
上手,nlpNounGroup,Alpha,1,1,Y,3280,,3280,,1
青林堂,nlpNounGroup,Alpha,1,1,Y,3281,,3281,,1
年頃,,Alpha,1,1,Y,3282,,3282,,1
未来,,Alpha,1,1,Y,3283,,3283,,1
農政,,Alpha,5,2,Y,3284,,3284,,0.8733557181
市電,,Alpha,1,1,Y,3285,,3285,,1
エリア,,Alpha,1,1,Y,3286,,3286,,1
日記,,Alpha,1,1,Y,3287,,3287,,1
藩庁,,Alpha,1,1,Y,3288,,3288,,1
防衛,,Alpha,1,1,Y,3289,,3289,,1
堅実だ,,Alpha,1,1,Y,3290,,3290,+,1
訴えて,,Alpha,2,2,Y,4338,3324,3324,.,0.8245749364
メッセージｄｖｄ上映,nlpNounGroup,Alpha,1,1,Y,3291,,3291,,1
両方,,Alpha,1,1,Y,3292,,3292,,1
暗黙,,Alpha,1,1,Y,3293,,3293,,1
うーん,,Alpha,1,1,Y,3294,,3294,,1
決まる,,Alpha,1,1,Y,3295,,3295,+,1
引き下げる,,Alpha,2,1,Y,3296,,3296,+,1
振替休日,nlpNounGroup,Alpha,1,1,Y,3297,,3297,,1
けど,,Alpha,3,2,Y,3298,,3298,,0.8389078949
育ち,,Alpha,1,1,Y,3299,,3299,,1
捕る,,Alpha,1,1,Y,3300,,3300,+,1
認知,,Alpha,3,2,Y,3301,,3301,,0.8389078949
財産,,Alpha,1,1,Y,3302,,3302,,1
別に,,Alpha,1,1,Y,4339,3254,3254,.,1
生態,,Alpha,1,1,Y,3303,,3303,,1
大好きな,,Alpha,1,1,Y,4340,3271,3271,.,1
森林,,Alpha,4,3,Y,3304,,3304,,0.7368624046
移る,,Alpha,1,1,Y,3305,,3305,+,1
育つ,,Alpha,3,2,Y,3306,,3306,+,0.8389078949
育つ,,Alpha,1,1,Y,3306,3306,3306,.,0.8389078949
出資する,,Alpha,1,1,Y,3307,,3307,+,1
ハッピーウエディング,,Alpha,2,1,Y,3308,,3308,,1
古く,,Alpha,1,1,Y,4341,3273,3273,.,1
場所,,Alpha,1,1,Y,3309,,3309,,1
必要,,Alpha,2,1,Y,3310,,3310,,1
水泳,,Alpha,2,1,Y,3311,,3311,,1
甘味,,Alpha,1,1,Y,3312,,3312,,1
tel.0985,,Mixed,1,1,Y,3313,,3313,,1
正社員,,Alpha,1,1,Y,3314,,3314,,1
高度に,,Alpha,1,1,Y,4342,3270,3270,.,1
自然公園,nlpNounGroup,Alpha,1,1,Y,3315,,3315,,1
危険な行動,nlpNounGroup,Alpha,1,1,Y,3316,,3316,,1
雲,,Alpha,3,2,Y,3317,,3317,,0.8389078949
か月,,Alpha,1,1,Y,3318,,3318,,1
ほう,,Alpha,1,1,Y,3319,,3319,,1
参加,,Alpha,2,1,Y,3320,,3320,,1
屋敷,,Alpha,1,1,Y,3321,,3321,,1
比較,,Alpha,2,2,Y,3322,,3322,,0.8245749364
